perhaps 也许
certainly 当然
exactly 确切地
finally 最后
suddenly 突然
luckily 幸运地
unluckily 不幸地
carefully 小心地
clearly 清楚地
slowly 慢慢地
quickly 快速地
quietly 安静地
loudly 大声地
easily 容易地
happily 高兴地
sadly 悲伤地
politely 礼貌地
bravely 勇敢地
properly 正确地；适当地
possibly 可能地
monthly 每月的；每月地
yearly 每年的；每年地
am 是
is 是
are 是
was 是；过去式
were 是；过去式
be 是；成为
been 是；过去分词
being 存在；正在
have 有；已经
has 有；已经
had 有；过去式
do 做
does 做；第三人称
did 做；过去式
done 完成；过去分词
can 能；会
could 能；可以
may 可以；也许
might 可能
must 必须
shall 将要
should 应该
will 将要；愿意
would 将会；愿意
need 需要
dare 敢
accept 接受
achieve 实现；达到
act 行动；表演
add 添加；增加
admire 钦佩；欣赏
advise 建议
afford 负担得起
agree 同意
allow 允许
appear 出现；似乎
arrive 到达
ask 问；请求
avoid 避免
become 成为；变得
begin 开始
believe 相信
borrow 借入
bring 带来
build 建造
buy 买
carry 携带；搬运
catch 抓住；赶上
celebrate 庆祝
choose 选择
climb 攀登
collect 收集
come 来
communicate 交流
compare 比较
connect 连接
consider 考虑
continue 继续
control 控制
cost 花费；费用
create 创造
cry 哭；喊叫
decide 决定
depend 依靠；取决于
describe 描述
develop 发展；培养
die 死
discover 发现
discuss 讨论
draw 画；拉
drop 掉落；放弃
encourage 鼓励
enjoy 喜欢；享受
enter 进入
expect 期待；预计
explain 解释
fail 失败；不及格
fall 落下；跌倒
feed 喂养
feel 感觉
find 找到；发现
finish 完成
follow 跟随；遵循
forget 忘记
get 得到；到达
give 给
go 去
happen 发生
hear 听见
help 帮助
hide 隐藏
hold 握住；举行
hope 希望
hurry 匆忙
imagine 想象
improve 改进；提高
include 包括
introduce 介绍
invite 邀请
jump 跳
keep 保持；保存
kill 杀死
knock 敲
know 知道；认识
land 着陆；陆地；地
laugh 笑
learn 学习
lend 借出
let 让
lie 躺；说谎
listen 听
lose 失去；输
love 爱；喜欢
make 制作；使
mean 意思是
meet 遇见；满足
miss 想念；错过
notice 注意；通知
offer 提供
order 命令；点餐；顺序
pick 挑选；采摘
play 玩；打球；演奏
produce 生产；制造
promise 承诺
protect 保护
provide 提供
pull 拉
push 推
put 放
raise 举起；筹集；饲养
reach 到达；伸手
read 阅读
realize 意识到；实现
receive 收到
repair 修理
reply 回复
report 报告
ride 骑；乘坐
rise 上升
run 跑；经营
save 节省；拯救；保存
seem 似乎
send 发送
set 设置；放置
share 分享
shine 照耀
show 展示；演出
sit 坐
sleep 睡觉
smile 微笑
sound 听起来；声音
spend 花费；度过
stay 停留；保持
steal 偷
succeed 成功
suggest 建议
support 支持
suppose 认为；假设
surprise 使惊讶；惊喜
swim 游泳
take 拿；花费
talk 谈话
teach 教
tell 告诉
think 想；认为
throw 扔
travel 旅行
try 尝试
understand 理解
use 使用
visit 参观；拜访
wait 等待
walk 走路
wash 洗
wear 穿；戴
win 赢
wish 希望；祝愿
work 工作；奏效
best 最好的
better 更好的
favorite 最喜欢的
true 真实的
zero 零
ability 能力
accident 事故
activity 活动
address 地址
advantage 优点
advice 建议
age 年龄
air 空气
airport 机场
animal 动物
area 地区；面积
art 艺术
article 文章；物品；冠词
artist 艺术家
attention 注意
aunt 姑母；姨母；伯母；婶母
autumn 秋天
baby 婴儿
bag 袋子；书包
ball 球
banana 香蕉
bank 银行；河岸
basket 篮子
bath 洗澡
bathroom 浴室；卫生间
bed 床
bedroom 卧室
bee 蜜蜂
beginning 开始
bell 铃
bike 自行车
bird 鸟
birthday 生日
biscuit 饼干
boat 小船
body 身体
bottle 瓶子
box 盒子
boy 男孩
bread 面包
breakfast 早餐
bridge 桥
brother 兄弟
building 建筑物
bus 公共汽车
business 生意；事务
cake 蛋糕
camera 照相机
camp 营地
capital 首都；大写字母；资本
car 小汽车
card 卡片
care 关心；照顾
career 职业
cat 猫
chair 椅子
chance 机会
child 孩子
choice 选择
cinema 电影院
city 城市
class 班级；课
classmate 同班同学
classroom 教室
clothes 衣服
cloud 云
club 俱乐部
coach 教练
coffee 咖啡
college 大学；学院
color 颜色
community 社区
company 公司；陪伴
computer 电脑
concert 音乐会
condition 条件；状况
conversation 谈话
corner 角落
country 国家；乡村
countryside 乡下
course 课程；过程
cup 杯子
customer 顾客
dad 爸爸
daughter 女儿
day 日子；白天
decision 决定
desk 书桌
dictionary 词典
difference 差异
dinner 晚餐
direction 方向；说明
doctor 医生
dog 狗
door 门
driver 司机
earth 地球；泥土
education 教育
effort 努力
egg 鸡蛋
elephant 大象
email 电子邮件
end 结尾；结束
energy 能量；精力
engineer 工程师
eraser 橡皮
evening 晚上
event 事件；活动
exam 考试
example 例子
experience 经历；经验
eye 眼睛
fact 事实
factory 工厂
family 家庭；家人
fan 扇子；粉丝
farm 农场
farmer 农民
father 父亲
field 田地；领域
finger 手指
fire 火；火灾
fish 鱼
floor 地板；楼层
flower 花
food 食物
foot 脚；英尺
football 足球
forest 森林
friend 朋友
fruit 水果
future 未来
game 游戏；比赛
garden 花园
gate 大门
gift 礼物
girl 女孩
glass 玻璃；杯子
grade 年级；成绩
grandfather 祖父；外祖父
grandmother 祖母；外祖母
grass 草
group 小组；群体
guest 客人
habit 习惯
hair 头发
hall 大厅
happiness 幸福
hat 帽子
health 健康
heart 心脏；内心
history 历史
hobby 爱好
holiday 假日
home 家；在家；回家
homework 家庭作业
hospital 医院
hotel 旅馆
hour 小时
house 房子
idea 主意
information 信息
interest 兴趣；利益
internet 互联网
island 岛
job 工作
journey 旅行
juice 果汁
key 钥匙；关键
kitchen 厨房
knife 刀
knowledge 知识
language 语言
lesson 课；教训
letter 信；字母
library 图书馆
life 生活；生命
list 清单
machine 机器
magazine 杂志
man 男人
map 地图
market 市场
meal 一餐
meaning 意思
medicine 药
meeting 会议
member 成员
message 消息
method 方法
minute 分钟
mistake 错误
model 模型；模特
mom 妈妈
money 钱
month 月
moon 月亮
morning 早晨
mother 母亲
mountain 山
movie 电影
museum 博物馆
music 音乐
nature 自然
news 新闻
night 夜晚
noise 噪音
noon 中午
note 笔记；便条
notebook 笔记本
number 数字；号码
nurse 护士
office 办公室
oil 油
page 页
paper 纸；试卷
parent 父母之一
party 聚会；政党
passage 文章；通道
patient 病人；有耐心的
pen 钢笔
pencil 铅笔
people 人们
person 人
photo 照片
piano 钢琴
picture 图画；照片
piece 一片；一块
plane 飞机
player 运动员；播放器
pocket 口袋
police 警察
policeman 男警察
problem 问题
program 节目；程序
project 项目；工程
radio 收音机
rain 雨
restaurant 餐馆
result 结果
river 河流
road 道路
room 房间；空间
rule 规则
school 学校
scientist 科学家
season 季节
seat 座位
secret 秘密
service 服务
shop 商店
side 一边；方面
sister 姐妹
skill 技能
sky 天空
snow 雪
society 社会
son 儿子
song 歌曲
space 空间；太空
sport 运动
spring 春天；泉水
station 车站
story 故事
street 街道
student 学生
summer 夏天
sun 太阳
supermarket 超市
table 桌子
teacher 老师
team 团队
television 电视
term 学期；术语
test 测试；考试
theatre 剧院
thing 事情；东西
ticket 票
time 时间；次数
tooth 牙齿
town 城镇
traffic 交通
tree 树
trip 旅行
trouble 麻烦
uncle 叔叔；伯伯；舅舅；姨父
university 大学
village 村庄
visitor 参观者
voice 声音
wall 墙
war 战争
way 方法；道路
weather 天气
week 周
weekend 周末
wife 妻子
wind 风
window 窗户
winter 冬天
woman 女人
word 单词；话语
worker 工人
world 世界
writer 作家
year 年
afternoon 下午
anywhere 任何地方
apartment 公寓
backpack 背包
baseball 棒球
basketball 篮球
beach 海滩
beef 牛肉
biology 生物
blackboard 黑板
blouse 女衬衫
bookshop 书店
boss 老板
brain 大脑
cabbage 卷心菜
candle 蜡烛
carrot 胡萝卜
cartoon 动画片；漫画
cent 中心；美分
century 世纪
chalk 粉笔
cheese 奶酪
chemistry 化学
chicken 鸡肉；小鸡
chopsticks 筷子
Christmas 圣诞节
church 教堂
climate 气候
coin 硬币
cookie 曲奇饼
corn 玉米
cotton 棉花
couple 一对；夫妇
cousin 堂兄弟姐妹；表兄弟姐妹
crayon 蜡笔
custom 习俗
degree 度数；程度；学位
dentist 牙医
diary 日记
dish 盘子；菜肴
dollar 美元
dragon 龙
duck 鸭子
dumpling 饺子
environment 环境
exercise 练习；锻炼
fever 发烧
fork 叉子
fox 狐狸
fridge 冰箱
frog 青蛙
geography 地理
glove 手套
goal 目标；进球
goose 鹅
government 政府
grammar 语法
grape 葡萄
guitar 吉他
gym 体育馆
handbag 手提包
headache 头痛
hero 英雄
hill 小山
hometown 家乡
horse 马
industry 工业；产业
instruction 指示；说明
introduction 介绍
inventor 发明家
jacket 夹克衫
jeans 牛仔裤
kid 孩子
king 国王
lab 实验室
lady 女士
lake 湖
law 法律
leaf 叶子
lightning 闪电
manager 经理
math 数学
menu 菜单
mirror 镜子
monitor 班长；显示器
mouse 老鼠；鼠标
mouth 嘴
neck 脖子
neighbor 邻居
newspaper 报纸
ocean 海洋
onion 洋葱
owner 主人；物主
panda 熊猫
paragraph 段落
partner 伙伴
passport 护照
peace 和平
pear 梨
pepper 胡椒粉；辣椒
physics 物理
pilot 飞行员
plate 盘子
population 人口
postcard 明信片
potato 土豆
president 总统；主席
price 价格
prize 奖品
queen 女王
rabbit 兔子
race 比赛；种族
raincoat 雨衣
refrigerator 冰箱
robot 机器人
rocket 火箭
salt 盐
sand 沙子
sandwich 三明治
science 科学
screen 屏幕
sea 海
sentence 句子
sheep 绵羊
shoe 鞋
shoulder 肩膀
snake 蛇
sock 短袜
sofa 沙发
soldier 士兵
soup 汤
speaker 说话者；扬声器
spoon 勺子
stamp 邮票
star 星星；明星
stomach 胃；肚子
stone 石头
store 商店
stranger 陌生人
sweater 毛衣
symbol 符号；象征
taxi 出租车
tea 茶
temperature 温度
text 文本；课文
throat 喉咙
tomato 西红柿
tower 塔
tradition 传统
T-shirt T 恤衫
umbrella 伞
vegetable 蔬菜
video 视频
violin 小提琴
wallet 钱包
website 网站
whale 鲸
winner 获胜者
zoo 动物园
April 四月
August 八月
December 十二月
February 二月
Friday 星期五
January 一月
July 七月
June 六月
March 三月
Monday 星期一
November 十一月
October 十月
Saturday 星期六
September 九月
Sunday 星期日
Thursday 星期四
Tuesday 星期二
Wednesday 星期三
Asia 亚洲
China 中国
France 法国
Germany 德国
India 印度
Japan 日本
Russia 俄罗斯
Africa 非洲
America 美国；美洲
Australia 澳大利亚
Canada 加拿大
Europe 欧洲
England 英格兰
Britain 英国
London 伦敦
Beijing 北京
Shanghai 上海
Hong Kong 香港
New York 纽约
Paris 巴黎
Rome 罗马
Tokyo 东京
actress 女演员
adult 成年人
adventure 冒险
advertisement 广告
agreement 协议；同意
ambulance 救护车
amount 数量
army 军队
background 背景
balloon 气球
bamboo 竹子
bean 豆
beauty 美；美人
behavior 行为
bill 账单；钞票
blood 血
bone 骨头
border 边界
bottom 底部
bowl 碗
branch 树枝；分支
breath 呼吸
brick 砖
calendar 日历
cancer 癌症
captain 队长；船长
case 情况；案件；盒子
chain 链条
challenge 挑战
champion 冠军
chapter 章节
character 角色；性格；文字
charity 慈善
chat 聊天
citizen 公民
coast 海岸
competition 比赛
confidence 信心
contest 比赛
culture 文化
danger 危险
date 日期；约会
death 死亡
development 发展
dialogue 对话
digestion 消化
discovery 发现
disease 疾病
distance 距离
division 分开；部门
duty 责任
earthquake 地震
enemy 敌人
entrance 入口
error 错误
exchange 交换
exhibition 展览
failure 失败
fear 恐惧
flight 航班；飞行
friendship 友谊
fun 乐趣
gas 气体；汽油
gentleman 绅士
growth 成长
guide 导游；指南
honor 荣誉
importance 重要性
influence 影响
instrument 乐器；工具
interview 采访；面试
joy 快乐
kindness 善良
level 水平；等级
luck 运气
memory 记忆
mind 头脑；介意
nation 国家；民族
necklace 项链
pain 疼痛
passenger 乘客
permission 允许
pleasure 高兴；乐趣
position 位置；职位
power 力量；电力
pressure 压力
progress 进步
purpose 目的
quality 质量
relationship 关系
research 研究
respect 尊重
responsibility 责任
review 复习；评论
risk 风险
safety 安全
silence 沉默
situation 情况
speech 演讲
speed 速度
spirit 精神
success 成功
surface 表面
task 任务
technology 技术
teenager 青少年
thought 想法
tool 工具
truth 真相
value 价值
victory 胜利
weight 重量
wheel 轮子
accidental 意外的
educational 教育的
elder 年长的
lonely 孤独的
lovely 可爱的
outdoor 户外的
simple 简单的
abroad 在国外
ahead 在前面
away 离开
backward 向后
downstairs 在楼下
everywhere 到处
forward 向前
however 然而
instead 代替；反而
outdoors 在户外
somewhere 某处
therefore 因此
together 一起
upstairs 在楼上
